Time stamp,System power generated | (kW),Wind speed | (m/s),Wind direction | (deg),Pressure | (atm),Air temperature | ('C)
"Oct 15, 09:00 pm",1822.58,10.153,126,0.991591,25.863
"Oct 15, 10:00 pm",1715.9,9.945,132,0.989814,25.763
"Oct 15, 11:00 pm",1156.06,8.729,143,0.989321,25.763
"Oct 16, 12:00 am",763.496,7.602,144,0.989814,25.763
"Oct 16, 01:00 am",507.556,6.663,137,0.99011,25.663
"Oct 16, 02:00 am",633.033,7.167,134,0.991987,24.563
"Oct 16, 03:00 am",791.243,7.682,135,0.990111,24.763
"Oct 16, 04:00 am",1074,8.512,135,0.988432,25.163
"Oct 16, 05:00 am",846.116,7.869,147,0.988136,25.363
"Oct 16, 06:00 am",563.373,6.901,140,0.988631,24.913
"Oct 16, 07:00 am",351.627,5.942,141,0.989124,24.463
"Oct 16, 08:00 am",162.207,4.726,137,0.991295,24.763
"Oct 16, 09:00 am",154.999,4.666,148,0.991789,25.063
"Oct 16, 10:00 am",67.7693,3.885,137,0.991591,25.363
"Oct 16, 11:00 am",71.4356,3.935,140,0.990505,26.063
"Oct 16, 12:00 pm",12.1214,3.203,120,0.987346,26.463
"Oct 16, 01:00 pm",357.955,5.991,106,0.989222,26.263
"Oct 16, 02:00 pm",933.053,8.136,105,0.991394,25.363
"Oct 16, 03:00 pm",1228.79,8.907,107,0.991098,24.863
"Oct 16, 04:00 pm",1070.63,8.502,112,0.987841,24.863
"Oct 16, 05:00 pm",1020.58,8.374,119,0.98636,24.763
"Oct 16, 06:00 pm",1171.14,8.769,125,0.987445,25.113
"Oct 16, 07:00 pm",1324.3,9.164,129,0.988531,25.463
"Oct 16, 08:00 pm",877.03,7.968,125,0.989617,25.563
"Oct 16, 09:00 pm",692.896,7.375,128,0.989123,25.563
"Oct 16, 10:00 pm",408.512,6.228,119,0.991986,25.563
"Oct 16, 11:00 pm",360.023,5.991,125,0.993269,25.663
"Oct 17, 12:00 am",389.581,6.149,123,0.990901,25.663
"Oct 17, 01:00 am",507.607,6.663,112,0.989913,25.763
"Oct 17, 02:00 am",668.55,7.296,118,0.990308,25.663
"Oct 17, 03:00 am",649.265,7.227,124,0.992085,25.563
"Oct 17, 04:00 am",332.52,5.833,126,0.990802,25.463
"Oct 17, 05:00 am",188.597,4.953,119,0.989222,25.463
"Oct 17, 06:00 am",154.59,4.666,71,0.989124,24.763
"Oct 17, 07:00 am",119.468,4.37,86,0.989124,24.063
"Oct 17, 08:00 am",214.772,5.131,81,0.989619,23.363
"Oct 17, 09:00 am",104.646,4.241,59,0.991395,23.563
"Oct 17, 10:00 am",210.985,5.111,48,0.991,24.163
"Oct 17, 11:00 am",460.074,6.446,35,0.993368,25.263
"Oct 17, 12:00 pm",900.89,8.037,61,0.989914,24.963
"Oct 17, 01:00 pm",1429.14,9.352,64,0.992086,24.463
"Oct 17, 02:00 pm",2239.85,11.072,59,0.991691,23.763
"Oct 17, 03:00 pm",2498.37,11.804,51,0.989914,24.363
"Oct 17, 04:00 pm",2385.64,11.488,48,0.989321,24.563
"Oct 17, 05:00 pm",1784.5,10.074,49,0.988828,24.763
"Oct 17, 06:00 pm",1479.9,9.461,61,0.988927,24.263
"Oct 17, 07:00 pm",1208.19,8.848,42,0.989125,23.763
"Oct 17, 08:00 pm",2197.71,10.974,21,0.991099,23.363
"Oct 17, 09:00 pm",2879.34,13.366,12,0.994259,22.263
"Oct 17, 10:00 pm",2978.35,14.285,18,0.996333,21.063
"Oct 17, 11:00 pm",2644.3,12.17,12,0.994952,20.163
"Oct 18, 12:00 am",2642.03,12.15,358,0.993965,19.163
"Oct 18, 01:00 am",2661.74,12.219,346,0.994954,18.063
"Oct 18, 02:00 am",2691.99,12.348,353,0.99446,17.463
"Oct 18, 03:00 am",2512.87,11.725,356,0.995646,17.063
"Oct 18, 04:00 am",2673.06,12.249,348,0.994856,16.563
"Oct 18, 05:00 am",2799.2,12.803,348,0.995448,16.063
"Oct 18, 06:00 am",2392.15,11.349,339,0.995253,14.213
"Oct 18, 07:00 am",1781.55,9.906,339,0.994958,12.363
"Oct 18, 08:00 am",2478.25,11.567,339,0.996734,12.663
"Oct 18, 09:00 am",2405.29,11.369,325,0.996043,13.163
"Oct 18, 10:00 am",1798.54,9.945,338,0.99782,13.663
"Oct 18, 11:00 am",1258.39,8.848,319,1.00009,14.063
"Oct 18, 12:00 pm",1020.78,8.235,326,0.997228,13.363
"Oct 18, 01:00 pm",1245.26,8.818,324,0.996339,13.363
"Oct 18, 02:00 pm",1666.66,9.698,327,0.993773,13.563
"Oct 18, 03:00 pm",1750.78,9.856,332,0.996339,13.663
"Oct 18, 04:00 pm",1489.27,9.352,343,0.99397,13.863
"Oct 18, 05:00 pm",1020.67,8.255,349,0.993772,14.363
"Oct 18, 06:00 pm",1212.94,8.739,343,0.996042,13.713
"Oct 18, 07:00 pm",1440.61,9.234,335,0.998413,13.063
"Oct 18, 08:00 pm",783.022,7.533,331,0.997524,12.963
"Oct 18, 09:00 pm",980.434,8.126,326,0.998117,12.863
"Oct 18, 10:00 pm",883.182,7.85,336,0.998216,12.963
"Oct 18, 11:00 pm",673.036,7.177,337,1.00206,13.163
"Oct 19, 12:00 am",581.223,6.861,340,0.999893,13.363
"Oct 19, 01:00 am",916.583,7.958,346,0.999991,13.763
"Oct 19, 02:00 am",894.982,7.899,353,0.99782,14.163
"Oct 19, 03:00 am",1312.71,8.996,355,0.998806,14.563
"Oct 19, 04:00 am",1561.95,9.491,359,0.998312,14.763
"Oct 19, 05:00 am",1990.06,10.38,0,0.997819,14.863
"Oct 19, 06:00 am",1878.07,10.123,353,0.999003,14.613
"Oct 19, 07:00 am",1758.41,9.866,355,1.00029,14.363
"Oct 19, 08:00 am",2191.67,10.815,352,0.999498,14.363
"Oct 19, 09:00 am",2122.52,10.657,354,1.00275,14.763
"Oct 19, 10:00 am",1603.89,9.57,349,1.00216,15.563
"Oct 19, 11:00 am",1247.5,8.838,343,1.00226,16.463
"Oct 19, 12:00 pm",1005.94,8.225,340,1.00117,17.363
"Oct 19, 01:00 pm",1118.78,8.522,342,1.00186,18.063
"Oct 19, 02:00 pm",1350.48,9.105,347,1.00167,18.563
"Oct 19, 03:00 pm",1589.03,9.58,350,1.00157,18.963
"Oct 19, 04:00 pm",1344.51,9.105,353,0.999494,19.063
"Oct 19, 05:00 pm",1276.19,8.947,355,0.999395,18.963
"Oct 19, 06:00 pm",1726.41,9.837,358,1.00137,17.663
"Oct 19, 07:00 pm",2141.51,10.717,359,1.00335,16.363
"Oct 19, 08:00 pm",2316.03,11.122,360,1.00384,15.663
"Oct 19, 09:00 pm",2144.22,10.707,354,1.00404,15.263
"Oct 19, 10:00 pm",2585.98,11.873,354,1.00285,14.863
"Oct 19, 11:00 pm",2419.72,11.389,352,1.00562,14.363
"Oct 20, 12:00 am",1732.11,9.797,350,1.00453,14.063
"Oct 20, 01:00 am",1617.67,9.57,349,1.00404,13.663
"Oct 20, 02:00 am",1722.05,9.768,350,1.00463,13.263
"Oct 20, 03:00 am",1661.26,9.649,346,1.00266,12.863
"Oct 20, 04:00 am",1831.65,9.985,347,1.00147,12.363
"Oct 20, 05:00 am",1884.06,10.094,345,1.00197,11.863
"Oct 20, 06:00 am",1662.68,9.649,344,1.00216,12.313
"Oct 20, 07:00 am",1433.14,9.204,349,1.00236,12.763
"Oct 20, 08:00 am",1622.88,9.57,348,1.00374,12.663
"Oct 20, 09:00 am",1151.48,8.552,350,1.00473,13.363
"Oct 20, 10:00 am",1124.16,8.492,354,1.00562,14.663
"Oct 20, 11:00 am",764.599,7.484,354,1.00581,16.263
"Oct 20, 12:00 pm",607.335,6.99,3,1.0068,17.563
"Oct 20, 01:00 pm",341.601,5.813,4,1.00502,18.563
"Oct 20, 02:00 pm",197.959,4.973,12,1.00334,19.363
"Oct 20, 03:00 pm",261.046,5.358,24,1.00245,19.863
"Oct 20, 04:00 pm",372.356,6.011,28,1.00038,20.063
"Oct 20, 05:00 pm",400.776,6.139,26,1.00058,20.263
"Oct 20, 06:00 pm",667.685,7.227,5,1.00018,20.713
"Oct 20, 07:00 pm",1021.22,8.304,16,0.999887,21.163
"Oct 20, 08:00 pm",938.059,8.077,15,1.00216,20.663
"Oct 20, 09:00 pm",272.283,5.427,360,1.00147,20.163
"Oct 20, 10:00 pm",981.197,8.176,1,1.00354,19.663
"Oct 20, 11:00 pm",429.983,6.248,357,1.00512,19.163
"Oct 21, 12:00 am",250.328,5.289,2,1.00384,19.163
"Oct 21, 01:00 am",392.443,6.09,360,1.00364,19.063
"Oct 21, 02:00 am",454.191,6.357,1,1.00117,18.763
"Oct 21, 03:00 am",385.239,6.06,4,1.00068,18.363
"Oct 21, 04:00 am",528.453,6.673,7,0.999692,18.163
"Oct 21, 05:00 am",378.464,6.031,7,0.999396,17.763
"Oct 21, 06:00 am",255.436,5.309,345,1.00088,16.713
"Oct 21, 07:00 am",152.064,4.577,340,1.00226,15.663
"Oct 21, 08:00 am",175.746,4.775,344,0.999299,15.463
"Oct 21, 09:00 am",203.38,5.002,356,1.00058,15.763
"Oct 21, 10:00 am",189.459,4.894,352,1.00127,17.163
"Oct 21, 11:00 am",90.3086,4.083,353,1.00344,18.763
"Oct 21, 12:00 pm",0,2.689,7,1.00166,19.863
"Oct 21, 01:00 pm",0,2.323,20,0.999887,20.563
"Oct 21, 02:00 pm",0,2.116,49,0.999887,21.063
"Oct 21, 03:00 pm",0,1.572,47,0.998604,21.363
"Oct 21, 04:00 pm",0,0.484,70,0.998306,21.663
"Oct 21, 05:00 pm",0,0.801,290,0.996333,21.863
"Oct 21, 06:00 pm",0,0.455,176,0.997517,21.713
"Oct 21, 07:00 pm",0,0.119,125,0.998702,21.563
"Oct 21, 08:00 pm",0,0.791,259,0.998208,21.663
"Oct 21, 09:00 pm",0,2.086,232,0.995642,21.763
"Oct 21, 10:00 pm",0,1.661,242,0.997714,21.663
"Oct 21, 11:00 pm",0,2.432,264,1.00087,21.663
"Oct 22, 12:00 am",275.121,5.447,260,0.999887,20.263
"Oct 22, 01:00 am",285.422,5.507,263,0.998111,19.863
"Oct 22, 02:00 am",247.403,5.289,249,0.996235,19.763
"Oct 22, 03:00 am",202.186,5.022,249,0.995544,19.763
"Oct 22, 04:00 am",0,2.758,271,0.995149,19.463
"Oct 22, 05:00 am",0,2.669,285,0.996334,20.263
"Oct 22, 06:00 am",0,2.669,305,0.996828,19.813
"Oct 22, 07:00 am",0,2.659,300,0.997321,19.363
"Oct 22, 08:00 am",0,2.224,288,0.997519,19.263
"Oct 22, 09:00 am",0,2.274,290,0.997618,19.463
"Oct 22, 10:00 am",0,2.294,312,0.995741,20.163
"Oct 22, 11:00 am",0,2.116,321,0.998307,21.363
"Oct 22, 12:00 pm",0,1.928,309,0.998701,22.063
"Oct 22, 01:00 pm",0,3.015,298,0.9988,22.363
"Oct 22, 02:00 pm",0,1.789,309,0.99643,22.763
"Oct 22, 03:00 pm",0,1.236,297,0.995345,23.163
"Oct 22, 04:00 pm",0,1.295,263,0.993666,23.263
"Oct 22, 05:00 pm",0,1.928,244,0.993962,23.263
"Oct 22, 06:00 pm",0,2.037,223,0.994159,23.313
"Oct 22, 07:00 pm",0,2.145,249,0.994357,23.363
"Oct 22, 08:00 pm",0,2.303,275,0.995147,23.163
"Oct 22, 09:00 pm",0,2.986,268,0.996233,22.963
"Oct 22, 10:00 pm",40.1461,3.529,286,0.994062,22.763
"Oct 22, 11:00 pm",78.2466,3.994,295,0.998208,22.663
"Oct 23, 12:00 am",29.2895,3.391,292,0.996726,22.563
"Oct 23, 01:00 am",32.4479,3.43,305,0.996726,22.563
"Oct 23, 02:00 am",0,1.997,286,0.996233,22.463
"Oct 23, 03:00 am",0,1.097,242,0.997221,22.263
"Oct 23, 04:00 am",0,1.097,272,0.996431,22.263
"Oct 23, 05:00 am",0,1.977,290,0.996431,21.863
"Oct 23, 06:00 am",52.689,3.668,295,0.99594,19.463
"Oct 23, 07:00 am",261.841,5.358,316,0.995448,17.063
"Oct 23, 08:00 am",0,2.976,314,0.998212,17.663
"Oct 23, 09:00 am",0,2.778,320,0.996827,19.963
"Oct 23, 10:00 am",0,2.422,338,0.996334,20.763
"Oct 23, 11:00 am",0,2.373,338,0.998109,21.663
"Oct 23, 12:00 pm",0,1.839,5,0.997121,22.563
"Oct 23, 01:00 pm",42.9329,3.559,20,0.998405,22.863
"Oct 23, 02:00 pm",165.811,4.735,45,0.997417,22.763
"Oct 23, 03:00 pm",338.35,5.833,60,0.997221,22.163
"Oct 23, 04:00 pm",416.55,6.228,67,0.99574,21.863
"Oct 23, 05:00 pm",343.314,5.862,65,0.996234,21.863
"Oct 23, 06:00 pm",241.814,5.269,74,0.997023,22.063
"Oct 23, 07:00 pm",160.172,4.686,59,0.997813,22.263
"Oct 23, 08:00 pm",209.635,5.081,50,0.998899,22.463
"Oct 23, 09:00 pm",114.628,4.31,28,0.997023,22.363
"Oct 23, 10:00 pm",369.612,6.011,17,0.999195,22.063
"Oct 23, 11:00 pm",766.29,7.553,19,0.9989,21.663
"Oct 24, 12:00 am",574.184,6.891,20,1.00087,21.263
"Oct 24, 01:00 am",627.539,7.098,18,1.00107,20.863
"Oct 24, 02:00 am",965.571,8.156,23,0.998703,20.463
"Oct 24, 03:00 am",757.578,7.513,23,0.998308,20.063
"Oct 24, 04:00 am",630.643,7.108,21,0.997618,19.663
"Oct 24, 05:00 am",642.044,7.138,17,0.997914,19.163
"Oct 24, 06:00 am",428.043,6.248,359,0.998211,18.313
"Oct 24, 07:00 am",260.64,5.348,347,0.998508,17.463
"Oct 24, 08:00 am",294.384,5.536,348,1.00078,16.863
"Oct 24, 09:00 am",201.604,4.993,343,1.00167,17.063
"Oct 24, 10:00 am",343.91,5.833,3,1.00127,18.463
"Oct 24, 11:00 am",398.825,6.129,16,1.00186,20.263
"Oct 24, 12:00 pm",248.906,5.299,26,1.00097,21.363
"Oct 24, 01:00 pm",250.107,5.309,37,1.00097,21.863
"Oct 24, 02:00 pm",499.375,6.574,48,1.00018,21.863
"Oct 24, 03:00 pm",513.338,6.634,57,1.00048,21.563
"Oct 24, 04:00 pm",415.053,6.209,59,0.999887,21.163
"Oct 24, 05:00 pm",211.394,5.081,62,0.999097,20.863
"Oct 24, 06:00 pm",196.034,4.973,66,0.999985,21.063
"Oct 24, 07:00 pm",182.848,4.864,69,1.00087,21.263
"Oct 24, 08:00 pm",191.195,4.933,73,1.00147,21.463
"Oct 24, 09:00 pm",0,2.916,85,1.00077,21.563
"Oct 24, 10:00 pm",37.0721,3.48,60,0.999788,21.663
"Oct 24, 11:00 pm",51.7412,3.658,53,1.00206,21.663
"Oct 25, 12:00 am",25.9538,3.342,63,1.00068,21.663
"Oct 25, 01:00 am",31.5548,3.411,54,1.00117,21.563
"Oct 25, 02:00 am",101.578,4.192,69,1.00137,21.563
"Oct 25, 03:00 am",105.087,4.221,78,1.00156,21.563
"Oct 25, 04:00 am",143.435,4.538,90,1.00156,21.663
"Oct 25, 05:00 am",114.191,4.3,101,0.999097,21.663
"Oct 25, 06:00 am",168.437,4.745,97,0.999294,21.013
"Oct 25, 07:00 am",230.779,5.19,105,0.999493,20.363
"Oct 25, 08:00 am",177.373,4.815,124,0.999493,20.563
"Oct 25, 09:00 am",67.9079,3.856,127,0.999492,20.663
"Oct 25, 10:00 am",6.00823,3.094,115,1.00117,20.963
"Oct 25, 11:00 am",0,2.946,92,1.00196,21.363
"Oct 25, 12:00 pm",229.019,5.18,93,1.00275,21.363
"Oct 25, 01:00 pm",213.744,5.091,106,1.00196,21.363
"Oct 25, 02:00 pm",324.734,5.744,108,0.999097,21.263
"Oct 25, 03:00 pm",375.482,6.04,110,0.999097,21.163
"Oct 25, 04:00 pm",280.345,5.487,113,0.997715,21.163
"Oct 25, 05:00 pm",133.466,4.459,116,0.998406,21.163
"Oct 25, 06:00 pm",106.133,4.231,111,0.999393,21.263
"Oct 25, 07:00 pm",79.6987,4.004,128,1.00048,21.363
"Oct 25, 08:00 pm",173.389,4.785,128,1.00107,21.363
"Oct 25, 09:00 pm",294.297,5.566,122,0.999689,21.363
"Oct 25, 10:00 pm",147.969,4.577,116,1.00048,21.463
"Oct 25, 11:00 pm",132.191,4.449,125,0.998702,21.563
"Oct 26, 12:00 am",168.845,4.745,116,1.00364,21.663
"Oct 26, 01:00 am",155.772,4.637,125,1.00354,21.763
"Oct 26, 02:00 am",188.294,4.913,115,0.999492,21.763
"Oct 26, 03:00 am",285.234,5.516,123,0.999689,21.863
"Oct 26, 04:00 am",348.957,5.892,125,0.997714,21.863
"Oct 26, 05:00 am",301.52,5.615,133,0.99801,21.963
"Oct 26, 06:00 am",83.6614,4.043,154,0.998801,20.613
"Oct 26, 07:00 am",0,2.462,158,0.999691,19.263
"Oct 26, 08:00 am",0,2.501,142,0.99969,20.763
"Oct 26, 09:00 am",0,1.641,150,0.998998,20.963
"Oct 26, 10:00 am",0,0.86,107,1.00137,21.463
"Oct 26, 11:00 am",0,1.008,56,1.00048,22.263
"Oct 26, 12:00 pm",0,1.038,88,0.997713,22.963
"Oct 26, 01:00 pm",0,2.462,78,0.999292,23.463
"Oct 26, 02:00 pm",25.2886,3.342,78,0.9987,23.463
"Oct 26, 03:00 pm",115.403,4.32,86,0.997911,23.363
"Oct 26, 04:00 pm",73.8671,3.945,92,0.996726,23.363
"Oct 26, 05:00 pm",0,3.025,103,0.995245,23.463
"Oct 26, 06:00 pm",81.8291,4.043,97,0.996529,23.263
"Oct 26, 07:00 pm",205.647,5.062,90,0.997713,23.063
"Oct 26, 08:00 pm",180.258,4.854,107,0.997912,22.663
"Oct 26, 09:00 pm",273.949,5.457,143,0.997418,22.263
"Oct 26, 10:00 pm",224.294,5.17,144,0.996628,22.563
"Oct 26, 11:00 pm",61.4721,3.786,136,0.999293,22.763
"Oct 27, 12:00 am",112.494,4.291,139,0.999589,22.963
"Oct 27, 01:00 am",166.096,4.735,138,0.999885,23.063
"Oct 27, 02:00 am",251.056,5.329,132,0.99722,23.163
"Oct 27, 03:00 am",294.995,5.586,133,0.996726,23.263
"Oct 27, 04:00 am",284.288,5.526,136,0.996134,23.263
"Oct 27, 05:00 am",274.545,5.467,138,0.99722,23.263
"Oct 27, 06:00 am",157.379,4.666,138,0.996726,22.613
"Oct 27, 07:00 am",68.6466,3.875,130,0.996234,21.963
"Oct 27, 08:00 am",0,2.343,120,0.999688,22.163
"Oct 27, 09:00 am",93.1974,4.132,152,0.99801,22.563
"Oct 27, 10:00 am",179.592,4.854,155,0.996529,23.263
"Oct 27, 11:00 am",62.947,3.806,152,1.00058,23.563
"Oct 27, 12:00 pm",87.8656,4.093,149,0.998602,23.863
"Oct 27, 01:00 pm",148.622,4.597,138,0.998799,24.063
"Oct 27, 02:00 pm",148.864,4.607,138,0.994752,24.263
"Oct 27, 03:00 pm",356.036,5.951,119,0.996232,24.063
"Oct 27, 04:00 pm",534.435,6.752,109,0.99485,23.663
"Oct 27, 05:00 pm",696.077,7.355,103,0.994258,23.263
"Oct 27, 06:00 pm",921.189,8.077,103,0.995245,23.713
"Oct 27, 07:00 pm",1196.37,8.799,113,0.996331,24.163
"Oct 27, 08:00 pm",1827.29,10.133,123,0.995936,24.463
"Oct 27, 09:00 pm",1695.32,9.866,126,0.996923,24.463
"Oct 27, 10:00 pm",1940.79,10.38,132,0.998304,24.363
"Oct 27, 11:00 pm",1307.07,9.085,133,0.998304,24.363
"Oct 28, 12:00 am",1457.57,9.392,137,0.997021,24.363
"Oct 28, 01:00 am",1576.8,9.629,141,0.997416,24.463
"Oct 28, 02:00 am",1558.17,9.599,140,0.995836,24.663
"Oct 28, 03:00 am",1585.88,9.649,143,0.997416,24.663
"Oct 28, 04:00 am",1315.15,9.115,146,0.996035,24.663
"Oct 28, 05:00 am",1061.56,8.453,143,0.996331,24.663
"Oct 28, 06:00 am",687.465,7.326,144,0.996627,24.013
"Oct 28, 07:00 am",410.091,6.209,130,0.997022,23.363
"Oct 28, 08:00 am",904.147,8.018,132,0.997515,23.963
"Oct 28, 09:00 am",850.833,7.85,129,0.997416,24.263
"Oct 28, 10:00 am",907.709,8.037,118,0.996035,24.363
"Oct 28, 11:00 am",802.991,7.701,115,0.995344,24.163
"Oct 28, 12:00 pm",1011.08,8.314,117,0.997219,24.263
"Oct 28, 01:00 pm",1602.83,9.679,119,0.997515,24.363
"Oct 28, 02:00 pm",1498.72,9.481,118,0.994752,24.363
"Oct 28, 03:00 pm",1566.66,9.619,118,0.993862,24.363
"Oct 28, 04:00 pm",1328.43,9.145,122,0.993665,24.263
"Oct 28, 05:00 pm",1700.85,9.886,129,0.993961,24.463
"Oct 28, 06:00 pm",1871.5,10.232,129,0.99485,24.063
"Oct 28, 07:00 pm",2023.75,10.568,124,0.995738,23.663
"Oct 28, 08:00 pm",1807.53,10.084,121,0.995936,23.963
"Oct 28, 09:00 pm",1849.04,10.183,131,0.995344,24.363
"Oct 28, 10:00 pm",1997.77,10.519,125,0.996133,24.463
"Oct 28, 11:00 pm",2001.34,10.519,133,0.998304,24.563
"Oct 29, 12:00 am",2026.89,10.588,134,0.995441,24.663
"Oct 29, 01:00 am",1943.7,10.4,132,0.995936,24.663
"Oct 29, 02:00 am",2026.89,10.588,134,0.995047,24.563
"Oct 29, 03:00 am",1810.98,10.094,136,0.995146,23.763
"Oct 29, 04:00 am",1681.68,9.837,140,0.994554,23.363
"Oct 29, 05:00 am",1350.75,9.174,155,0.993172,22.663
"Oct 29, 06:00 am",510.751,6.634,165,0.99426,21.363
"Oct 29, 07:00 am",89.4489,4.093,168,0.995347,20.063
"Oct 29, 08:00 am",83.9814,4.053,163,0.994556,20.963
"Oct 29, 09:00 am",44.3235,3.579,169,0.993075,22.063
"Oct 29, 10:00 am",14.6216,3.213,136,0.99416,22.663
"Oct 29, 11:00 am",44.2329,3.579,114,0.99416,22.463
"Oct 29, 12:00 pm",280.531,5.507,117,0.993172,22.863
"Oct 29, 01:00 pm",800.344,7.691,123,0.993271,23.363
"Oct 29, 02:00 pm",1642.08,9.768,131,0.992185,23.763
"Oct 29, 03:00 pm",1844.38,10.183,128,0.991592,24.163
"Oct 29, 04:00 pm",2435.54,11.616,134,0.991099,24.163
"Oct 29, 05:00 pm",2491.1,11.774,138,0.990507,23.963
"Oct 29, 06:00 pm",2027.89,10.598,139,0.991296,24.113
"Oct 29, 07:00 pm",1469.62,9.431,141,0.991987,24.263
"Oct 29, 08:00 pm",990.542,8.275,147,0.991592,24.263
"Oct 29, 09:00 pm",624.71,7.138,149,0.991198,24.263
"Oct 29, 10:00 pm",721.512,7.444,146,0.994257,24.363
"Oct 29, 11:00 pm",732.986,7.484,157,0.993665,24.563
"Oct 30, 12:00 am",1046.04,8.423,156,0.992283,24.663
"Oct 30, 01:00 am",1761.32,10.015,162,0.992678,24.663
"Oct 30, 02:00 am",1914.13,10.351,171,0.990308,24.663
"Oct 30, 03:00 am",1834.99,10.163,187,0.990902,24.063
"Oct 30, 04:00 am",1060.64,8.453,201,0.990507,23.263
"Oct 30, 05:00 am",791.254,7.662,194,0.991199,22.763
"Oct 30, 06:00 am",989.019,8.255,184,0.991001,22.263
"Oct 30, 07:00 am",1217.73,8.848,182,0.990805,21.763
"Oct 30, 08:00 am",1135.55,8.631,181,0.991989,21.863
"Oct 30, 09:00 am",782.58,7.632,180,0.990705,22.363
"Oct 30, 10:00 am",449.689,6.386,176,0.993074,23.263
"Oct 30, 11:00 am",139.339,4.528,206,0.994653,24.263
"Oct 30, 12:00 pm",150.349,4.627,209,0.99248,25.063
"Oct 30, 01:00 pm",131.125,4.469,238,0.993467,25.763
"Oct 30, 02:00 pm",292.725,5.596,261,0.993664,25.963
"Oct 30, 03:00 pm",426.682,6.307,275,0.99248,25.763
"Oct 30, 04:00 pm",295.643,5.615,277,0.992381,25.763
"Oct 30, 05:00 pm",204.4,5.081,278,0.991591,25.863
"Oct 30, 06:00 pm",1502.53,9.481,334,0.994455,23.563
"Oct 30, 07:00 pm",2944.94,13.88,358,0.99732,21.263
"Oct 30, 08:00 pm",1849.29,10.133,3,0.997419,20.563
"Oct 30, 09:00 pm",1966.66,10.38,0,0.999887,19.863
"Oct 30, 10:00 pm",1833.27,10.064,355,1.00245,19.163
"Oct 30, 11:00 pm",1060.23,8.383,348,0.998704,18.463
"Oct 31, 12:00 am",901.989,7.948,342,1.00117,18.063
"Oct 31, 01:00 am",370.547,5.981,330,1.00226,17.763
"Oct 31, 02:00 am",578.998,6.881,328,1.00048,17.463
"Oct 31, 03:00 am",458.768,6.367,316,0.999889,17.163
"Oct 31, 04:00 am",543.544,6.732,312,0.998014,16.863
"Oct 31, 05:00 am",670.584,7.207,309,0.998114,16.563
"Oct 31, 06:00 am",379.323,6.031,297,0.998212,17.113
"Oct 31, 07:00 am",184.87,4.864,275,0.998212,17.663
"Oct 31, 08:00 am",164.28,4.696,250,0.99752,17.763
"Oct 31, 09:00 am",139.041,4.488,246,0.998605,18.263
"Oct 31, 10:00 am",356.229,5.912,256,1.00058,19.363
"Oct 31, 11:00 am",597.03,6.99,273,0.99811,20.563
"Oct 31, 12:00 pm",730.603,7.444,288,0.99653,21.563
"Oct 31, 01:00 pm",707.216,7.375,293,0.997221,22.463
"Oct 31, 02:00 pm",837.397,7.8,303,0.996036,23.063
"Oct 31, 03:00 pm",740.713,7.494,295,0.995541,23.363
"Oct 31, 04:00 pm",542.663,6.792,295,0.99258,23.563
"Oct 31, 05:00 pm",268.113,5.467,266,0.983694,25.363
"Oct 31, 06:00 pm",192.345,4.993,220,0.984681,25.813
"Oct 31, 07:00 pm",135.284,4.518,205,0.985668,26.263
"Oct 31, 08:00 pm",313.117,5.734,197,0.985076,25.963
"Oct 31, 09:00 pm",440.575,6.377,186,0.986557,25.363
"Oct 31, 10:00 pm",1125.85,8.65,192,0.986754,24.863
"Oct 31, 11:00 pm",1031.71,8.403,195,0.98557,24.663
"Nov 1, 12:00 am",894.025,8.028,203,0.98409,24.663
"Nov 1, 01:00 am",980.451,8.265,194,0.986361,24.363
"Nov 1, 02:00 am",950.326,8.186,202,0.986262,24.263
"Nov 1, 03:00 am",1159.05,8.739,219,0.984781,24.463
"Nov 1, 04:00 am",1271.23,9.036,224,0.984583,24.663
"Nov 1, 05:00 am",1702.05,9.926,234,0.982609,24.363
"Nov 1, 06:00 am",1156.18,8.72,232,0.98419,23.113
"Nov 1, 07:00 am",742.899,7.513,257,0.98577,21.863
"Nov 1, 08:00 am",629.214,7.148,275,0.985967,21.963
"Nov 1, 09:00 am",732.525,7.484,290,0.983401,21.663
"Nov 1, 10:00 am",471.996,6.485,298,0.988435,22.063
"Nov 1, 11:00 am",803.072,7.701,292,0.989521,22.363
"Nov 1, 12:00 pm",1254.12,8.957,303,0.987843,22.263
"Nov 1, 01:00 pm",1765.12,10.015,319,0.986855,22.363
"Nov 1, 02:00 pm",2095.37,10.746,331,0.987645,22.763
"Nov 1, 03:00 pm",2161.29,10.895,347,0.989915,23.363
"Nov 1, 04:00 pm",1723.07,9.936,2,0.989125,23.463
"Nov 1, 05:00 pm",1929.78,10.38,8,0.987151,23.163
"Nov 1, 06:00 pm",1418.64,9.333,10,0.98952,23.863
"Nov 1, 07:00 pm",993.181,8.285,13,0.991888,24.563
"Nov 1, 08:00 pm",681.591,7.316,13,0.992185,23.763
"Nov 1, 09:00 pm",805.178,7.701,16,0.994061,22.963
"Nov 1, 10:00 pm",796.132,7.672,13,0.992187,22.263
"Nov 1, 11:00 pm",694.277,7.326,20,0.997616,21.663
"Nov 2, 12:00 am",749.951,7.504,17,0.995642,21.163
"Nov 2, 01:00 am",1156.51,8.66,21,0.996432,20.563
"Nov 2, 02:00 am",747.289,7.494,30,0.99347,20.263
